customer_id,order_freq_decile,finals_orders,days_to_second,days_to_third,days_2nd_to_3rd,lifespan_days,recency_days,recency_status,first_order_date,last_order_date
8761487556863,D2,1,,,,0,82,Active,2026-02-06 16:00:00+00:00,2026-02-06 16:00:00+00:00
8761534906623,D2,1,,,,0,82,Active,2026-02-06 16:00:00+00:00,2026-02-06 16:00:00+00:00
8761555124479,D2,1,,,,0,82,Active,2026-02-06 16:00:00+00:00,2026-02-06 16:00:00+00:00
8790428057855,D2,1,,,,0,69,Active,2026-02-19 16:00:00+00:00,2026-02-19 16:00:00+00:00
8857631686911,D2,1,,,,0,42,Active,2026-03-18 16:00:00+00:00,2026-03-18 16:00:00+00:00
7756031492351,D1,2,1.0,,,1,1426,Likely churned,2022-06-02 16:00:00+00:00,2022-06-03 16:00:00+00:00
7756438241535,D4,1,,,,0,678,Likely churned,2024-06-20 16:00:00+00:00,2024-06-20 16:00:00+00:00
7756361695487,D4,1,,,,0,1076,Likely churned,2023-05-19 16:00:00+00:00,2023-05-19 16:00:00+00:00
7756017336575,D4,1,,,,0,1343,Likely churned,2022-08-25 16:00:00+00:00,2022-08-25 16:00:00+00:00
7756044665087,D4,1,,,,0,1548,Likely churned,2022-02-01 16:00:00+00:00,2022-02-01 16:00:00+00:00
7755940299007,D2,2,89.0,,,89,1457,Likely churned,2022-02-03 16:00:00+00:00,2022-05-03 16:00:00+00:00
8853291663615,D2,1,,,,0,44,Active,2026-03-16 16:00:00+00:00,2026-03-16 16:00:00+00:00
7756039717119,D4,1,,,,0,1508,Likely churned,2022-03-13 16:00:00+00:00,2022-03-13 16:00:00+00:00
8830565548287,D2,1,,,,0,54,Active,2026-03-06 16:00:00+00:00,2026-03-06 16:00:00+00:00
7756034375935,D4,1,,,,0,1442,Likely churned,2022-05-18 16:00:00+00:00,2022-05-18 16:00:00+00:00
6329631408383,D5,1,,,,0,1347,Likely churned,2022-08-21 16:00:00+00:00,2022-08-21 16:00:00+00:00
7756043845887,D1,2,0.0,,,0,1539,Likely churned,2022-02-10 16:00:00+00:00,2022-02-10 16:00:00+00:00
7756017139967,D4,1,,,,0,1342,Likely churned,2022-08-26 16:00:00+00:00,2022-08-26 16:00:00+00:00
7756028739839,D4,1,,,,0,1569,Likely churned,2022-01-11 16:00:00+00:00,2022-01-11 16:00:00+00:00
7756037521663,D4,1,,,,0,1477,Likely churned,2022-04-13 16:00:00+00:00,2022-04-13 16:00:00+00:00
7756032671999,D4,1,,,,0,1428,Likely churned,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00
7756032803071,D4,1,,,,0,1428,Likely churned,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00
6329618006271,D5,1,,,,0,1523,Likely churned,2022-02-26 16:00:00+00:00,2022-02-26 16:00:00+00:00
7755916542207,D5,1,,,,0,1564,Likely churned,2022-01-16 16:00:00+00:00,2022-01-16 16:00:00+00:00
7756021465343,D2,2,61.0,,,61,1426,Likely churned,2022-04-03 16:00:00+00:00,2022-06-03 16:00:00+00:00
7756044402943,D4,1,,,,0,1543,Likely churned,2022-02-06 16:00:00+00:00,2022-02-06 16:00:00+00:00
7756040339711,D4,1,,,,0,1518,Likely churned,2022-03-03 16:00:00+00:00,2022-03-03 16:00:00+00:00
8657032413439,D2,1,,,,0,122,At-risk,2025-12-28 16:00:00+00:00,2025-12-28 16:00:00+00:00
6327703240959,D5,1,,,,0,1344,Likely churned,2022-08-24 16:00:00+00:00,2022-08-24 16:00:00+00:00
6328266129663,D5,1,,,,0,1340,Likely churned,2022-08-28 16:00:00+00:00,2022-08-28 16:00:00+00:00
6328303943935,D5,1,,,,0,1345,Likely churned,2022-08-23 16:00:00+00:00,2022-08-23 16:00:00+00:00
8644783702271,D2,1,,,,0,128,At-risk,2025-12-22 16:00:00+00:00,2025-12-22 16:00:00+00:00
7755979129087,D4,1,,,,0,1400,Likely churned,2022-06-29 16:00:00+00:00,2022-06-29 16:00:00+00:00
7756422938879,D4,1,,,,0,730,Likely churned,2024-04-29 16:00:00+00:00,2024-04-29 16:00:00+00:00
8898942533887,D2,1,,,,0,32,Active,2026-03-28 16:00:00+00:00,2026-03-28 16:00:00+00:00
8693529247999,D2,1,,,,0,105,At-risk,2026-01-14 16:00:00+00:00,2026-01-14 16:00:00+00:00
7755974344959,D4,1,,,,0,1472,Likely churned,2022-04-18 16:00:00+00:00,2022-04-18 16:00:00+00:00
7756001902847,D4,1,,,,0,1341,Likely churned,2022-08-27 16:00:00+00:00,2022-08-27 16:00:00+00:00
7756016287999,D4,1,,,,0,1337,Likely churned,2022-08-31 16:00:00+00:00,2022-08-31 16:00:00+00:00
7756037685503,D4,1,,,,0,1478,Likely churned,2022-04-12 16:00:00+00:00,2022-04-12 16:00:00+00:00
7756038144255,D4,1,,,,0,1485,Likely churned,2022-04-05 16:00:00+00:00,2022-04-05 16:00:00+00:00
7756039782655,D4,1,,,,0,1513,Likely churned,2022-03-08 16:00:00+00:00,2022-03-08 16:00:00+00:00
7756041715967,D4,1,,,,0,1521,Likely churned,2022-02-28 16:00:00+00:00,2022-02-28 16:00:00+00:00
8080407593215,D3,1,,,,0,338,Likely churned,2025-05-26 16:00:00+00:00,2025-05-26 16:00:00+00:00
8136331428095,D3,1,,,,0,318,Likely churned,2025-06-15 16:00:00+00:00,2025-06-15 16:00:00+00:00
6327638491391,D5,1,,,,0,1423,Likely churned,2022-06-06 16:00:00+00:00,2022-06-06 16:00:00+00:00
6423239360767,D5,1,,,,0,1422,Likely churned,2022-06-07 16:00:00+00:00,2022-06-07 16:00:00+00:00
7756044828927,D1,2,0.0,,,0,1553,Likely churned,2022-01-27 16:00:00+00:00,2022-01-27 16:00:00+00:00
7756033425663,D4,1,,,,0,1436,Likely churned,2022-05-24 16:00:00+00:00,2022-05-24 16:00:00+00:00
8353015988479,D3,1,,,,0,213,Likely churned,2025-09-28 16:00:00+00:00,2025-09-28 16:00:00+00:00
8337971413247,D3,1,,,,0,222,Likely churned,2025-09-19 16:00:00+00:00,2025-09-19 16:00:00+00:00
6328246960383,D5,1,,,,0,1342,Likely churned,2022-08-26 16:00:00+00:00,2022-08-26 16:00:00+00:00
6423594598655,D5,1,,,,0,1482,Likely churned,2022-04-08 16:00:00+00:00,2022-04-08 16:00:00+00:00
7756415697151,D4,1,,,,0,757,Likely churned,2024-04-02 16:00:00+00:00,2024-04-02 16:00:00+00:00
7756416975103,D4,1,,,,0,753,Likely churned,2024-04-06 16:00:00+00:00,2024-04-06 16:00:00+00:00
8333338870015,D3,1,,,,0,225,Likely churned,2025-09-16 16:00:00+00:00,2025-09-16 16:00:00+00:00
8333341917439,D3,1,,,,0,225,Likely churned,2025-09-16 16:00:00+00:00,2025-09-16 16:00:00+00:00
8704501580031,D2,1,,,,0,100,At-risk,2026-01-19 16:00:00+00:00,2026-01-19 16:00:00+00:00
8712013512959,D2,1,,,,0,96,At-risk,2026-01-23 16:00:00+00:00,2026-01-23 16:00:00+00:00
8712121778431,D2,1,,,,0,96,At-risk,2026-01-23 16:00:00+00:00,2026-01-23 16:00:00+00:00
8713560162559,D2,1,,,,0,95,At-risk,2026-01-24 16:00:00+00:00,2026-01-24 16:00:00+00:00
8714151526655,D2,1,,,,0,95,At-risk,2026-01-24 16:00:00+00:00,2026-01-24 16:00:00+00:00
8718409695487,D2,1,,,,0,93,At-risk,2026-01-26 16:00:00+00:00,2026-01-26 16:00:00+00:00
8728687378687,D2,1,,,,0,88,Active,2026-01-31 16:00:00+00:00,2026-01-31 16:00:00+00:00
8749442302207,D2,1,,,,0,84,Active,2026-02-04 16:00:00+00:00,2026-02-04 16:00:00+00:00
8761373196543,D2,1,,,,0,82,Active,2026-02-06 16:00:00+00:00,2026-02-06 16:00:00+00:00
8833190265087,D2,1,,,,0,53,Active,2026-03-07 16:00:00+00:00,2026-03-07 16:00:00+00:00
8840257175807,D2,1,,,,0,50,Active,2026-03-10 16:00:00+00:00,2026-03-10 16:00:00+00:00
8842018816255,D2,1,,,,0,48,Active,2026-03-12 16:00:00+00:00,2026-03-12 16:00:00+00:00
8847873147135,D2,1,,,,0,46,Active,2026-03-14 16:00:00+00:00,2026-03-14 16:00:00+00:00
8857318129919,D2,1,,,,0,43,Active,2026-03-17 16:00:00+00:00,2026-03-17 16:00:00+00:00
8869226938623,D2,1,,,,0,38,Active,2026-03-22 16:00:00+00:00,2026-03-22 16:00:00+00:00
8904588067071,D2,1,,,,0,30,Active,2026-03-30 16:00:00+00:00,2026-03-30 16:00:00+00:00
7756260278527,D4,1,,,,0,1213,Likely churned,2023-01-02 16:00:00+00:00,2023-01-02 16:00:00+00:00
7756264210687,D4,1,,,,0,1213,Likely churned,2023-01-02 16:00:00+00:00,2023-01-02 16:00:00+00:00
7756265521407,D4,1,,,,0,1201,Likely churned,2023-01-14 16:00:00+00:00,2023-01-14 16:00:00+00:00
7756265783551,D4,1,,,,0,1199,Likely churned,2023-01-16 16:00:00+00:00,2023-01-16 16:00:00+00:00
7756299960575,D4,1,,,,0,729,Likely churned,2024-04-30 16:00:00+00:00,2024-04-30 16:00:00+00:00
7756350226687,D4,1,,,,0,1154,Likely churned,2023-03-02 16:00:00+00:00,2023-03-02 16:00:00+00:00
7756350488831,D4,1,,,,0,1153,Likely churned,2023-03-03 16:00:00+00:00,2023-03-03 16:00:00+00:00
7756354027775,D4,1,,,,0,1142,Likely churned,2023-03-14 16:00:00+00:00,2023-03-14 16:00:00+00:00
7756354093311,D4,1,,,,0,1141,Likely churned,2023-03-15 16:00:00+00:00,2023-03-15 16:00:00+00:00
7756358025471,D4,1,,,,0,1124,Likely churned,2023-04-01 16:00:00+00:00,2023-04-01 16:00:00+00:00
7756360188159,D4,1,,,,0,1094,Likely churned,2023-05-01 16:00:00+00:00,2023-05-01 16:00:00+00:00
7756397445375,D4,1,,,,0,833,Likely churned,2024-01-17 16:00:00+00:00,2024-01-17 16:00:00+00:00
7756398166271,D4,1,,,,0,858,Likely churned,2023-12-23 16:00:00+00:00,2023-12-23 16:00:00+00:00
7756460196095,D4,1,,,,0,613,Likely churned,2024-08-24 16:00:00+00:00,2024-08-24 16:00:00+00:00
7756461932799,D4,1,,,,0,607,Likely churned,2024-08-30 16:00:00+00:00,2024-08-30 16:00:00+00:00
7756473860351,D4,1,,,,0,563,Likely churned,2024-10-13 16:00:00+00:00,2024-10-13 16:00:00+00:00
7756477333759,D4,1,,,,0,547,Likely churned,2024-10-29 16:00:00+00:00,2024-10-29 16:00:00+00:00
6327607001343,D2,2,0.0,,,0,1360,Likely churned,2022-08-08 16:00:00+00:00,2022-08-08 16:00:00+00:00
8801983463679,D2,1,,,,0,64,Active,2026-02-24 16:00:00+00:00,2026-02-24 16:00:00+00:00
7756038799615,D4,1,,,,0,1495,Likely churned,2022-03-26 16:00:00+00:00,2022-03-26 16:00:00+00:00
7756045418751,D4,1,,,,0,1561,Likely churned,2022-01-19 16:00:00+00:00,2022-01-19 16:00:00+00:00
7756041814271,D4,1,,,,0,1521,Likely churned,2022-02-28 16:00:00+00:00,2022-02-28 16:00:00+00:00
7756031525119,D4,1,,,,0,1426,Likely churned,2022-06-03 16:00:00+00:00,2022-06-03 16:00:00+00:00
7756042797311,D4,1,,,,0,1530,Likely churned,2022-02-19 16:00:00+00:00,2022-02-19 16:00:00+00:00
7756018123007,D4,1,,,,0,1356,Likely churned,2022-08-12 16:00:00+00:00,2022-08-12 16:00:00+00:00
7756421267711,D1,2,58.0,,,58,672,Likely churned,2024-04-29 16:00:00+00:00,2024-06-26 16:00:00+00:00
8809900736767,D2,1,,,,0,62,Active,2026-02-26 16:00:00+00:00,2026-02-26 16:00:00+00:00
7756388237567,D4,1,,,,0,870,Likely churned,2023-12-11 16:00:00+00:00,2023-12-11 16:00:00+00:00
7756403441919,D4,1,,,,0,800,Likely churned,2024-02-19 16:00:00+00:00,2024-02-19 16:00:00+00:00
7756405604607,D4,1,,,,0,818,Likely churned,2024-02-01 16:00:00+00:00,2024-02-01 16:00:00+00:00
8800135348479,D2,1,,,,0,65,Active,2026-02-23 16:00:00+00:00,2026-02-23 16:00:00+00:00
6329873694975,D5,1,,,,0,1579,Likely churned,2022-01-01 16:00:00+00:00,2022-01-01 16:00:00+00:00
8733017506047,D2,1,,,,0,86,Active,2026-02-02 16:00:00+00:00,2026-02-02 16:00:00+00:00
8761795346687,D2,1,,,,0,82,Active,2026-02-06 16:00:00+00:00,2026-02-06 16:00:00+00:00
8763563245823,D2,1,,,,0,81,Active,2026-02-07 16:00:00+00:00,2026-02-07 16:00:00+00:00
7756422676735,D4,1,,,,0,731,Likely churned,2024-04-28 16:00:00+00:00,2024-04-28 16:00:00+00:00
8905018802431,D2,1,,,,0,30,Active,2026-03-30 16:00:00+00:00,2026-03-30 16:00:00+00:00
8821927051519,D2,1,,,,0,57,Active,2026-03-03 16:00:00+00:00,2026-03-03 16:00:00+00:00
6327659954431,D5,1,,,,0,1532,Likely churned,2022-02-17 16:00:00+00:00,2022-02-17 16:00:00+00:00
8877755302143,D2,1,,,,0,30,Active,2026-03-30 16:00:00+00:00,2026-03-30 16:00:00+00:00
8904403845375,D2,1,,,,0,30,Active,2026-03-30 16:00:00+00:00,2026-03-30 16:00:00+00:00
6329613844735,D5,1,,,,0,1567,Likely churned,2022-01-13 16:00:00+00:00,2022-01-13 16:00:00+00:00
8170748444927,D3,1,,,,0,303,Likely churned,2025-06-30 16:00:00+00:00,2025-06-30 16:00:00+00:00
8718015594751,D2,1,,,,0,93,At-risk,2026-01-26 16:00:00+00:00,2026-01-26 16:00:00+00:00
8061733208319,D3,1,,,,20,326,Likely churned,2025-05-18 16:00:00+00:00,2025-06-07 16:00:00+00:00
7756409471231,D4,1,,,,0,791,Likely churned,2024-02-28 16:00:00+00:00,2024-02-28 16:00:00+00:00
8014419394815,D3,1,,,,0,360,Likely churned,2025-05-04 16:00:00+00:00,2025-05-04 16:00:00+00:00
8077293191423,D3,1,,,,0,340,Likely churned,2025-05-24 16:00:00+00:00,2025-05-24 16:00:00+00:00
8090155057407,D3,1,,,,0,336,Likely churned,2025-05-28 16:00:00+00:00,2025-05-28 16:00:00+00:00
7756413731071,D1,2,27.0,,,27,738,Likely churned,2024-03-25 16:00:00+00:00,2024-04-21 16:00:00+00:00
8287226429695,D3,1,,,,0,248,Likely churned,2025-08-24 16:00:00+00:00,2025-08-24 16:00:00+00:00
8287233278207,D3,1,,,,0,248,Likely churned,2025-08-24 16:00:00+00:00,2025-08-24 16:00:00+00:00
7756377620735,D4,1,,,,0,978,Likely churned,2023-08-25 16:00:00+00:00,2023-08-25 16:00:00+00:00
7755930403071,D5,1,,,,0,1455,Likely churned,2022-05-05 16:00:00+00:00,2022-05-05 16:00:00+00:00
7756035391743,D4,1,,,,0,1455,Likely churned,2022-05-05 16:00:00+00:00,2022-05-05 16:00:00+00:00
6336759955711,D5,1,,,,0,1085,Likely churned,2023-05-10 16:00:00+00:00,2023-05-10 16:00:00+00:00
6601910911231,D5,1,,,,0,1143,Likely churned,2023-03-13 16:00:00+00:00,2023-03-13 16:00:00+00:00
6700602786047,D5,1,,,,0,1050,Likely churned,2023-06-14 16:00:00+00:00,2023-06-14 16:00:00+00:00
8588209455359,D2,1,,,,0,147,At-risk,2025-12-03 16:00:00+00:00,2025-12-03 16:00:00+00:00
7756206735615,D4,1,,,,0,629,Likely churned,2024-08-08 16:00:00+00:00,2024-08-08 16:00:00+00:00
7756457935103,D4,1,,,,0,625,Likely churned,2024-08-12 16:00:00+00:00,2024-08-12 16:00:00+00:00
7756001378559,D4,1,,,,0,1457,Likely churned,2022-05-03 16:00:00+00:00,2022-05-03 16:00:00+00:00
8486535069951,D2,1,,,,0,181,Likely churned,2025-10-30 16:00:00+00:00,2025-10-30 16:00:00+00:00
7967214207231,D3,1,,,,0,226,Likely churned,2025-09-15 16:00:00+00:00,2025-09-15 16:00:00+00:00
6336747012351,D5,1,,,,0,1542,Likely churned,2022-02-07 16:00:00+00:00,2022-02-07 16:00:00+00:00
7755975950591,D4,1,,,,0,1463,Likely churned,2022-04-27 16:00:00+00:00,2022-04-27 16:00:00+00:00
7756260147455,D4,1,,,,0,1245,Likely churned,2022-12-01 16:00:00+00:00,2022-12-01 16:00:00+00:00
7756261687551,D4,1,,,,0,1234,Likely churned,2022-12-12 16:00:00+00:00,2022-12-12 16:00:00+00:00
7756262539519,D4,1,,,,0,1223,Likely churned,2022-12-23 16:00:00+00:00,2022-12-23 16:00:00+00:00
7756263555327,D4,1,,,,0,1219,Likely churned,2022-12-27 16:00:00+00:00,2022-12-27 16:00:00+00:00
7756263751935,D4,1,,,,0,1216,Likely churned,2022-12-30 16:00:00+00:00,2022-12-30 16:00:00+00:00
7756264407295,D4,1,,,,0,1212,Likely churned,2023-01-03 16:00:00+00:00,2023-01-03 16:00:00+00:00
7756265947391,D4,1,,,,0,1198,Likely churned,2023-01-17 16:00:00+00:00,2023-01-17 16:00:00+00:00
7756348326143,D4,1,,,,0,1169,Likely churned,2023-02-15 16:00:00+00:00,2023-02-15 16:00:00+00:00
7756355633407,D4,1,,,,0,1133,Likely churned,2023-03-23 16:00:00+00:00,2023-03-23 16:00:00+00:00
7756360089855,D4,1,,,,0,1094,Likely churned,2023-05-01 16:00:00+00:00,2023-05-01 16:00:00+00:00
8109927891199,D3,1,,,,0,328,Likely churned,2025-06-05 16:00:00+00:00,2025-06-05 16:00:00+00:00
6423605018879,D2,2,6.0,,,6,1540,Likely churned,2022-02-03 16:00:00+00:00,2022-02-09 16:00:00+00:00
7756018221311,D4,1,,,,0,1355,Likely churned,2022-08-13 16:00:00+00:00,2022-08-13 16:00:00+00:00
7756034015487,D4,1,,,,0,1440,Likely churned,2022-05-20 16:00:00+00:00,2022-05-20 16:00:00+00:00
7756035883263,D4,1,,,,0,1460,Likely churned,2022-04-30 16:00:00+00:00,2022-04-30 16:00:00+00:00
8712621621503,D2,1,,,,0,96,At-risk,2026-01-23 16:00:00+00:00,2026-01-23 16:00:00+00:00
7756045746431,D4,1,,,,0,1563,Likely churned,2022-01-17 16:00:00+00:00,2022-01-17 16:00:00+00:00
7756034769151,D4,1,,,,0,1450,Likely churned,2022-05-10 16:00:00+00:00,2022-05-10 16:00:00+00:00
7970622636287,D3,1,,,,0,374,Likely churned,2025-04-20 16:00:00+00:00,2025-04-20 16:00:00+00:00
8593133437183,D2,1,,,,0,145,At-risk,2025-12-05 16:00:00+00:00,2025-12-05 16:00:00+00:00
7881587589375,D3,1,,,,0,384,Likely churned,2025-04-10 16:00:00+00:00,2025-04-10 16:00:00+00:00
7958775333119,D3,1,,,,0,381,Likely churned,2025-04-13 16:00:00+00:00,2025-04-13 16:00:00+00:00
7967143395583,D3,1,,,,0,376,Likely churned,2025-04-18 16:00:00+00:00,2025-04-18 16:00:00+00:00
7969879949567,D3,1,,,,0,374,Likely churned,2025-04-20 16:00:00+00:00,2025-04-20 16:00:00+00:00
8027339292927,D3,1,,,,0,357,Likely churned,2025-05-07 16:00:00+00:00,2025-05-07 16:00:00+00:00
7756037980415,D4,1,,,,0,1484,Likely churned,2022-04-06 16:00:00+00:00,2022-04-06 16:00:00+00:00
7842117648639,D3,1,,,,0,415,Likely churned,2025-03-10 16:00:00+00:00,2025-03-10 16:00:00+00:00
8276771406079,D3,1,,,,0,252,Likely churned,2025-08-20 16:00:00+00:00,2025-08-20 16:00:00+00:00
8279784784127,D3,1,,,,0,251,Likely churned,2025-08-21 16:00:00+00:00,2025-08-21 16:00:00+00:00
7756000035071,D4,1,,,,0,1343,Likely churned,2022-08-25 16:00:00+00:00,2022-08-25 16:00:00+00:00
7756009177343,D4,1,,,,0,1463,Likely churned,2022-04-27 16:00:00+00:00,2022-04-27 16:00:00+00:00
7756033261823,D4,1,,,,0,1435,Likely churned,2022-05-25 16:00:00+00:00,2022-05-25 16:00:00+00:00
7756035653887,D4,1,,,,0,1458,Likely churned,2022-05-02 16:00:00+00:00,2022-05-02 16:00:00+00:00
6329868943615,D5,1,,,,0,1531,Likely churned,2022-02-18 16:00:00+00:00,2022-02-18 16:00:00+00:00
6423602168063,D5,1,,,,0,1530,Likely churned,2022-02-19 16:00:00+00:00,2022-02-19 16:00:00+00:00
8079974039807,D3,1,,,,0,339,Likely churned,2025-05-25 16:00:00+00:00,2025-05-25 16:00:00+00:00
8079992914175,D1,2,4.0,,,4,335,Likely churned,2025-05-25 16:00:00+00:00,2025-05-29 16:00:00+00:00
8085305164031,D1,2,0.0,,,0,337,Likely churned,2025-05-27 16:00:00+00:00,2025-05-27 16:00:00+00:00
7756017238271,D4,1,,,,0,1343,Likely churned,2022-08-25 16:00:00+00:00,2022-08-25 16:00:00+00:00
6327759241471,D5,1,,,,0,1455,Likely churned,2022-05-05 16:00:00+00:00,2022-05-05 16:00:00+00:00
6329867763967,D5,1,,,,0,1346,Likely churned,2022-08-22 16:00:00+00:00,2022-08-22 16:00:00+00:00
6532503666943,D5,1,,,,0,1460,Likely churned,2022-04-30 16:00:00+00:00,2022-04-30 16:00:00+00:00
7949200654591,D1,2,30.0,,,30,356,Likely churned,2025-04-08 16:00:00+00:00,2025-05-08 16:00:00+00:00
7756380209407,D4,1,,,,0,951,Likely churned,2023-09-21 16:00:00+00:00,2023-09-21 16:00:00+00:00
7756015173887,D4,1,,,,0,1319,Likely churned,2022-09-18 16:00:00+00:00,2022-09-18 16:00:00+00:00
7756015468799,D4,1,,,,0,1326,Likely churned,2022-09-11 16:00:00+00:00,2022-09-11 16:00:00+00:00
7756018811135,D4,1,,,,0,1360,Likely churned,2022-08-08 16:00:00+00:00,2022-08-08 16:00:00+00:00
8484907942143,D2,1,,,,0,182,Likely churned,2025-10-29 16:00:00+00:00,2025-10-29 16:00:00+00:00
7756036767999,D4,1,,,,0,1466,Likely churned,2022-04-24 16:00:00+00:00,2022-04-24 16:00:00+00:00
6328261837055,D5,1,,,,0,1122,Likely churned,2023-04-03 16:00:00+00:00,2023-04-03 16:00:00+00:00
7964424962303,D3,1,,,,0,378,Likely churned,2025-04-16 16:00:00+00:00,2025-04-16 16:00:00+00:00
7756398919935,D4,1,,,,0,848,Likely churned,2024-01-02 16:00:00+00:00,2024-01-02 16:00:00+00:00
7756179079423,D4,1,,,,0,966,Likely churned,2023-09-06 16:00:00+00:00,2023-09-06 16:00:00+00:00
7756360974591,D4,1,,,,0,931,Likely churned,2023-10-11 16:00:00+00:00,2023-10-11 16:00:00+00:00
7756364513535,D4,1,,,,0,1044,Likely churned,2023-06-20 16:00:00+00:00,2023-06-20 16:00:00+00:00
7756365562111,D4,1,,,,0,1037,Likely churned,2023-06-27 16:00:00+00:00,2023-06-27 16:00:00+00:00
