customer_id,R,F,M,RFM_score,segment,total_orders,total_revenue,recency_days,first_product_cat,first_channel,ever_subscribed
6327552213247,1,3,4,134,At Risk,2,200.26,1768,Unknown,Subscription,False
6327552540927,2,3,4,234,At Risk,2,169.6,1461,Unknown,Subscription,False
6327552835839,2,4,4,244,At Risk,5,918.48,1155,Unknown,Subscription,False
6327553392895,2,1,3,213,Hibernating,1,77.44,1603,Unknown,Subscription,False
6327553655039,2,1,2,212,Hibernating,1,52.89,1404,Unknown,Subscription,False
6327553884415,1,3,4,134,At Risk,2,858.08,1686,Unknown,Subscription,False
6327553982719,1,1,2,112,Hibernating,1,50.9,2173,Unknown,Subscription,False
6327554179327,2,4,4,244,At Risk,8,1739.9499999999998,1207,Unknown,Subscription,False
6327555195135,1,1,2,112,Hibernating,1,29.9,2174,Unknown,Subscription,False
6327555293439,1,1,2,112,Hibernating,1,64.9,2103,Unknown,Subscription,False
6327555457279,3,4,4,344,Loyal,5,406.26,518,Unknown,Subscription,False
6327556309247,1,1,3,113,Hibernating,1,119.0,2116,Unknown,Subscription,False
6327556669695,2,1,1,211,Hibernating,1,22.05,1422,Unknown,Subscription,False
6327556735231,2,1,1,211,Hibernating,1,22.05,1423,Unknown,Subscription,False
6327557062911,2,4,4,244,At Risk,7,641.81,1236,Unknown,Subscription,False
6327557423359,3,1,3,313,Promising,1,73.9,400,Clear Protein,Direct / Organic,False
6327557751039,2,3,4,234,At Risk,2,205.16,1480,Unknown,Subscription,False
6327557849343,1,1,3,113,Hibernating,1,135.73,2303,Unknown,Subscription,False
6327558111487,2,4,4,244,At Risk,5,699.8,1521,Unknown,Subscription,False
6327558799615,1,1,1,111,Hibernating,1,19.0,1921,Unknown,Subscription,False
6327559028991,1,4,4,144,At Risk,5,979.36,1688,Unknown,Subscription,False
6327559192831,2,1,4,214,Hibernating,1,178.18,1378,Unknown,Subscription,False
6327559356671,1,1,4,114,Hibernating,1,264.18,1795,Unknown,Subscription,False
6327560372479,2,4,4,244,At Risk,5,674.41,1065,Unknown,Subscription,False
6327560503551,1,3,4,134,At Risk,2,167.88,1788,Unknown,Subscription,False
6327560995071,3,4,4,344,Loyal,4,643.76,660,Unknown,Subscription,False
6327561027839,2,4,4,244,At Risk,5,663.86,952,Unknown,Subscription,True
6327561126143,2,4,4,244,At Risk,6,1199.1399999999999,848,Unknown,Subscription,False
6327561322751,2,4,4,244,At Risk,3,253.99,1207,Unknown,Subscription,False
6327561650431,2,1,4,214,Hibernating,1,931.5,1595,Unknown,Subscription,False
6327562043647,2,3,3,233,At Risk,2,117.54,1266,Unknown,Subscription,False
6327562862847,3,4,4,344,Loyal,7,394.06,651,Unknown,Subscription,True
6327563026687,2,1,2,212,Hibernating,1,46.9,1374,Unknown,Subscription,False
6327564632319,1,1,1,111,Hibernating,1,29.0,1630,Unknown,Subscription,False
6327564894463,1,1,3,113,Hibernating,1,76.9,2083,Unknown,Subscription,False
6327564927231,1,1,2,112,Hibernating,1,50.51,1688,Unknown,Subscription,False
6327566205183,2,1,3,213,Hibernating,1,77.79,1423,Unknown,Subscription,False
6327566696703,2,3,2,232,At Risk,2,44.0,1609,Unknown,Subscription,False
6327603167487,1,3,2,132,At Risk,2,52.7,1617,Unknown,Subscription,False
6327603298559,2,4,3,243,At Risk,3,91.23,1461,Unknown,Subscription,False
6327604150527,1,1,1,111,Hibernating,1,28.3,1643,Unknown,Subscription,False
6327604674815,3,4,4,344,Loyal,7,467.07,514,Unknown,Subscription,False
6327605297407,2,4,4,244,At Risk,3,471.78999999999996,1597,Unknown,Subscription,False
6327606083839,1,1,1,111,Hibernating,1,27.68,1702,Unknown,Subscription,False
6327606575359,2,4,4,244,At Risk,7,826.83,1371,Unknown,Subscription,False
6327606640895,1,1,1,111,Hibernating,1,13.9,2109,Unknown,Subscription,False
6327606771967,2,4,4,244,At Risk,3,1137.32,1374,Unknown,Subscription,False
6327606870271,1,1,4,114,Hibernating,1,257.0,2267,Unknown,Subscription,False
6327606935807,4,4,4,444,Champions,7,1254.91,53,Unknown,Subscription,False
6327607001343,2,3,2,232,At Risk,2,49.0,1360,Unknown,Subscription,False
6327607263487,2,1,1,211,Hibernating,1,23.9,1612,Unknown,Subscription,False
6327607394559,2,1,3,213,Hibernating,1,67.54,1373,Unknown,Subscription,False
6327607623935,4,4,4,444,Champions,13,1155.99,70,Collagen Glow,Subscription,True
6327607853311,2,1,1,211,Hibernating,1,28.9,1358,Unknown,Subscription,False
6327607918847,2,4,4,244,At Risk,4,847.64,757,Unknown,Subscription,False
6327609000191,2,3,4,234,At Risk,2,202.23,1405,Unknown,Subscription,False
6327609164031,2,3,3,233,At Risk,2,129.04000000000002,1569,Unknown,Subscription,False
6327609622783,1,1,2,112,Hibernating,1,41.4,1955,Unknown,Subscription,False
6327611490559,1,1,2,112,Hibernating,1,45.15,1841,Unknown,Subscription,False
6327612178687,1,1,2,112,Hibernating,1,53.9,2215,Unknown,Subscription,False
6327612276991,2,1,3,213,Hibernating,1,97.98,1511,Unknown,Subscription,False
6327612342527,2,4,4,244,At Risk,3,185.12,823,Unknown,Subscription,False
6327612604671,3,4,4,344,Loyal,9,1075.46,638,Unknown,Subscription,False
6327613620479,1,3,4,134,At Risk,2,199.88,1760,Unknown,Subscription,False
6327613653247,1,3,3,133,At Risk,2,72.8,1772,Unknown,Subscription,False
6327614406911,2,1,2,212,Hibernating,1,30.87,1427,Unknown,Subscription,False
6327614734591,1,3,4,134,At Risk,2,1251.55,2007,Unknown,Subscription,False
6327614800127,2,1,4,214,Hibernating,1,224.62,1415,Unknown,Subscription,False
6327614931199,1,1,1,111,Hibernating,1,29.0,1881,Unknown,Subscription,False
6327615160575,1,1,1,111,Hibernating,1,26.1,1648,Unknown,Subscription,False
6327616471295,2,1,1,211,Hibernating,1,24.360606060606063,1311,Collagen Glow,Direct / Organic,False
6327616831743,2,1,4,214,Hibernating,1,282.6,1432,Unknown,Subscription,False
6327617061119,1,1,1,111,Hibernating,1,26.1,1666,Unknown,Subscription,False
6327617454335,4,4,4,444,Champions,8,2318.34,150,Other,Subscription,False
6327617487103,1,1,1,111,Hibernating,1,26.9,1718,Unknown,Subscription,False
6327617749247,1,1,3,113,Hibernating,1,139.8,2063,Unknown,Subscription,False
6327618437375,2,1,3,213,Hibernating,1,69.29,1373,Unknown,Subscription,False
6327620239615,1,1,4,114,Hibernating,1,198.0,1954,Unknown,Subscription,False
6327620272383,4,3,3,433,Champions,2,109.31,151,Lean Protein,Direct / Organic,False
6327620501759,1,3,4,134,At Risk,2,1555.2,1925,Unknown,Subscription,False
6327620600063,1,1,3,113,Hibernating,1,78.9,2026,Unknown,Subscription,False
6327621320959,1,1,2,112,Hibernating,1,40.8,1633,Unknown,Subscription,False
6327621714175,3,4,4,344,Loyal,25,12517.290909090909,700,Unknown,Direct / Organic,True
6327621943551,1,4,4,144,At Risk,3,546.1,1998,Unknown,Subscription,False
6327622238463,3,1,3,313,Promising,1,106.74,638,Other,Subscription,False
6327622402303,1,1,3,113,Hibernating,1,100.16,1976,Unknown,Subscription,False
6327622566143,2,1,4,214,Hibernating,1,332.74,1465,Unknown,Subscription,False
6327622697215,1,3,4,134,At Risk,2,285.0,1629,Unknown,Subscription,False
6327622729983,3,4,4,344,Loyal,8,606.43,309,Unknown,Subscription,True
6327622959359,1,3,4,134,At Risk,2,451.6,1787,Unknown,Subscription,False
6327623123199,2,1,2,212,Hibernating,1,33.7,1609,Unknown,Subscription,False
6327623188735,2,1,3,213,Hibernating,1,116.72,1616,Unknown,Subscription,False
6327623418111,2,1,1,211,Hibernating,1,28.9,1350,Unknown,Subscription,False
6327623516415,1,1,2,112,Hibernating,1,48.9,2238,Unknown,Subscription,False
6327623549183,2,3,1,231,At Risk,2,19.8,1530,Unknown,Subscription,False
6327623844095,3,4,4,344,Loyal,7,1242.7,639,Unknown,Subscription,False
6327624237311,1,1,4,114,Hibernating,1,171.06,1976,Unknown,Subscription,False
6327624859903,2,1,2,212,Hibernating,1,60.9,1356,Unknown,Subscription,False
6327625089279,2,1,3,213,Hibernating,1,69.9,1543,Unknown,Subscription,False
6327625744639,2,1,4,214,Hibernating,1,560.44,1372,Unknown,Subscription,False
6327625941247,2,1,1,211,Hibernating,1,23.9,1613,Unknown,Subscription,False
6327626039551,1,3,4,134,At Risk,2,236.4,2299,Unknown,Subscription,False
6327626105087,2,3,4,234,At Risk,2,2304.04,1463,Unknown,Subscription,False
6327626236159,2,1,1,211,Hibernating,1,28.0,1373,Unknown,Subscription,False
6327626465535,1,1,4,114,Hibernating,1,244.8,1940,Unknown,Subscription,False
6327627022591,4,1,2,412,New Customers,1,40.91,211,Collagen Glow,Direct / Organic,False
6327627219199,1,1,3,113,Hibernating,1,126.04,1915,Unknown,Subscription,False
6327627317503,2,4,4,244,At Risk,4,436.03000000000003,1221,Unknown,Subscription,False
6327627383039,3,4,4,344,Loyal,3,223.83999999999997,317,Other,Subscription,True
6327627415807,3,4,4,344,Loyal,28,5622.427272727273,349,Unknown,Direct / Organic,True
6327627579647,2,4,4,244,At Risk,3,1504.61,1477,Unknown,Subscription,False
6327627677951,1,1,2,112,Hibernating,1,55.8,1732,Unknown,Subscription,False
6327628202239,1,4,4,144,At Risk,3,193.98000000000002,1724,Unknown,Subscription,False
6327628366079,2,1,2,212,Hibernating,1,43.99,1390,Unknown,Subscription,False
6327628464383,2,1,3,213,Hibernating,1,142.21,850,Other,Subscription,False
6327628890367,2,1,1,211,Hibernating,1,22.0,1591,Unknown,Subscription,False
6327629250815,2,1,3,213,Hibernating,1,100.74,1207,Other,Subscription,False
6327629381887,2,1,1,211,Hibernating,1,28.0,1343,Unknown,Subscription,False
6327629545727,1,1,3,113,Hibernating,1,82.4,2145,Unknown,Subscription,False
6327629644031,1,4,4,144,At Risk,3,373.78,1982,Unknown,Subscription,False
6327629807871,3,4,4,344,Loyal,18,8003.52,519,Unknown,Subscription,False
6327629873407,1,1,2,112,Hibernating,1,47.0,1935,Unknown,Subscription,False
6327630201087,2,1,1,211,Hibernating,1,9.9,1582,Unknown,Subscription,False
6327630233855,2,3,4,234,At Risk,2,218.48,1459,Unknown,Subscription,False
6327630266623,2,4,4,244,At Risk,3,347.88,1464,Unknown,Subscription,False
6327630332159,4,4,4,444,Champions,3,170.62,218,Unknown,Subscription,False
6327630495999,3,4,4,344,Loyal,12,5159.01,518,Unknown,Subscription,False
6327630889215,2,4,4,244,At Risk,6,1339.1399999999999,1612,Unknown,Subscription,False
6327630954751,1,1,3,113,Hibernating,1,105.0,2109,Unknown,Subscription,False
6327631282431,1,3,4,134,At Risk,2,1067.84,1691,Unknown,Subscription,False
6327632232703,1,3,2,132,At Risk,2,55.8,1627,Unknown,Subscription,False
6327632265471,3,4,4,344,Loyal,4,222.33636363636361,730,Unknown,Subscription,False
6327632331007,3,4,4,344,Loyal,17,1102.2,641,Unknown,Subscription,True
6327632888063,2,4,4,244,At Risk,7,368.95,823,Unknown,Subscription,False
6327632920831,2,1,2,212,Hibernating,1,45.69,1369,Unknown,Subscription,False
6327632986367,1,3,3,133,At Risk,2,134.48,1766,Unknown,Subscription,False
6327633412351,1,1,1,111,Hibernating,1,23.2,1823,Unknown,Subscription,False
6327633477887,2,1,1,211,Hibernating,1,24.8,1066,Other,Subscription,False
6327633510655,4,3,4,434,Champions,2,194.11,232,Unknown,Subscription,False
6327633543423,2,1,3,213,Hibernating,1,98.71,827,Other,Subscription,False
6327634002175,1,1,1,111,Hibernating,1,26.1,1629,Unknown,Subscription,False
6327634755839,2,4,4,244,At Risk,11,881.91,856,Unknown,Subscription,True
6327635149055,2,1,1,211,Hibernating,1,9.9,1532,Unknown,Subscription,False
6327635181823,2,1,4,214,Hibernating,1,161.8,1566,Unknown,Subscription,False
6327636721919,1,1,2,112,Hibernating,1,39.9,2021,Unknown,Subscription,False
